NC_025361.1,NC_025407.1,65.367,3745,857,276,10477,14016,10504,14013,0.0,665
NC_025361.1,NC_025347.1,63.757,3380,743,276,10846,14020,9488,12590,5.84e-117,421
NC_025361.1,NC_025374.1,64.015,2740,624,213,11347,13938,9849,12374,1.63e-99,363
NC_025361.1,NC_025343.1,63.429,1668,331,161,10875,12429,9686,11187,6.10e-45,182
NC_025361.1,NC_005036.1,66.996,709,153,47,11853,12521,10301,10968,3.75e-43,176
NC_025379.1,NC_022249.1,73.915,5620,1185,168,46,5517,26,5512,0.0,2866
NC_025379.1,KM017742.1,73.258,5725,1183,186,45,5559,25,5611,0.0,2803
NC_025379.1,L23513.1,68.431,4403,963,236,875,5047,915,5120,0.0,1347
NC_025379.1,NC_026814.1,64.468,4306,946,329,1372,5426,1384,5356,0.0,662
NC_025379.1,NC_034975.1,69.756,1845,414,92,3271,5047,1,1769,0.0,641
NC_025676.1,NC_019712.1,69.685,8824,1937,424,1,8489,1,8421,0.0,3095
NC_025676.1,NC_027122.1,67.444,8447,1948,454,408,8489,367,8376,0.0,2260
NC_025676.1,U15301.2,64.123,4730,1085,340,1218,5671,1080,5473,0.0,675
NC_025676.1,NC_004541.1,65.784,3209,733,209,2822,5861,2644,5656,0.0,652
NC_025676.1,NC_002551.1,64.177,4486,1033,324,1445,5670,1307,5478,0.0,643
NC_026470.1,JQ814851.1,68.367,588,136,27,4821,5383,5155,5717,2.85e-45,182
NC_026470.1,JQ814852.1,69.750,400,92,20,4872,5258,4345,4728,2.67e-32,139
NC_026470.1,NC_009996.1,75.862,174,33,4,4990,5158,4307,4476,5.20e-22,105
NC_026470.1,NC_015941.1,71.963,214,50,5,4982,5190,4628,4836,8.96e-20,97.9
NC_026470.1,NC_015940.1,67.341,346,58,30,4858,5180,4536,4849,1.97e-18,93.5
KP876483.1,NC_008514.1,94.925,11546,584,2,1,11545,1,11545,0.0,14981
KP876483.1,NC_020803.1,65.300,4928,1103,328,5829,10418,5765,10423,0.0,936
KP876483.1,NC_022581.1,67.139,3247,784,174,5829,8929,5929,9038,0.0,815
KP876483.1,NC_025356.1,65.354,3478,783,259,5808,9059,5399,8680,1.59e-177,622
KP876483.1,NC_025371.1,65.387,3308,771,229,5811,8916,5391,8526,2.92e-171,601
NC_026797.1,NC_025673.1,63.977,533,135,38,7286,7783,7232,7742,2.43e-10,66.7
