"","Reservoir","TGG.W..TGG.W.","TTT.F..ACT.T.","K.Bias","AGC.Bias","GTA.Bias","TGG.W..AAC.N.","GCT.Bias","CAG.Q..AGC.S.","AGA.Bias","acg","GAG.E..AAA.K.","CGA.R..CCC.P.","ApC","AAT.N..ATA.I.","AAC.N..AAG.K.","tga","GpG","aca","agc","C.Bias","GCA.Bias","cag","AAT.N..GGT.G.","GCT.A..CAG.Q.","AGA.R..GAA.E.","bird","camelid","carnivore","human","rodent","swine","yangochiroptera","yinpterochiroptera"
"21","rodent",0,0.545516507092106,0.0576164965126857,0.152758132956153,0.133192389006343,0.663646516163248,0.443465491923642,0.319252190841268,0.248041775456919,0.0427254464271778,-0.229969752824738,-9999,0.955329886071476,0.190898242525909,0.147780982527168,0.154091773999658,0.875456536027219,0.0982918740209938,0.0910542300907068,0.0371980188011725,0.229074889867841,0.108564658954304,0.376385278884194,0.197949649684409,0.446600308519071,0,0,0,0,1,0,0,0
"22","rodent",0,0.652873599920679,0.0569377990430622,0.155704697986577,0.131901840490798,0.440137521259675,0.444915254237288,-0.919620660036986,0.235294117647059,0.0498655935502505,-0.270020009654712,-9999,0.951330738187482,-0.158060894802204,0.537129787246984,0.151001445257801,0.878866966432803,0.100433519404026,0.0929419748330961,0.0370334928229665,0.214689265536723,0.106988620903589,0.0801419806636763,0.252999152878415,-0.514739523087127,0,0,0,0,1,0,0,0
"23","rodent",0,0.640470431818826,0.0576168929110106,0.154609929078014,0.131914893617021,0.601797401971717,0.434402332361516,-0.0823578406937451,0.241645244215938,0.0456551934394394,-0.285871883974062,-9999,0.950843170091239,-0.29991861845055,0.237630365517294,0.153271006546689,0.879915544464714,0.0996960346534697,0.0913103868788788,0.0377073906485671,0.224489795918367,0.10761581310725,0.22553823287525,0.0521815400986721,0.397042074654477,0,0,0,0,1,0,0,0
"24","rodent",0,0.676864089154443,0.0573140289565651,0.15177304964539,0.136075949367089,0.607708749234775,0.434782608695652,-0.718582546914443,0.239690721649484,0.046641057961572,-0.196757776810547,-9999,0.959743849404541,-0.0486099618577606,0.236396444967932,0.152749464824148,0.876117464249356,0.0991122481683405,0.0918828841842969,0.0375436844732901,0.215942028985507,0.107041228021808,0.224271888320393,0.143319398990685,0.471790851578886,0,0,0,0,1,0,0,0
"25","rodent",0,0.565266514868418,0.0569340257741874,0.153949129852744,0.134888438133874,0.488519866251692,0.455840455840456,-0.229425408351191,0.241293532338308,0.0469236249695752,-0.212878692237747,-9999,0.956145252842108,0.234861560575289,0.451178826706407,0.151797926776576,0.875519714362159,0.0992434668106515,0.0924395411900631,0.0365454895172148,0.216524216524216,0.107924337430023,0.23358908165672,0.332232183528228,-0.455540532550579,0,0,0,0,1,0,0,0
"26","rodent",0,0.39217767395139,0.0566809505259057,0.147339699863574,0.139201637666325,0.851769282720605,0.443019943019943,-0.870031641667265,0.255754475703325,0.0455318023720656,0.169534248220263,-9999,0.947651093064626,0.023616153348806,0.116309185877354,0.155041624487444,0.877669700081644,0.0950330439252857,0.0917640940113938,0.0373977405531749,0.222222222222222,0.102271433020332,0.171360274199813,0.317949275599024,-0.535366732682108,0,0,0,0,1,0,0,0
"27","rodent",0,0.544348315804634,0.0576164965126857,0.152974504249292,0.134249471458774,0.655924470069337,0.443465491923642,0.323256829907276,0.248041775456919,0.0424835536479832,-0.229969752824738,-9999,0.955496647814519,0.198125189357011,0.140058936433258,0.154061238503675,0.874690662549442,0.0980389699568844,0.0908027602695905,0.0371980188011725,0.229074889867841,0.108076293071518,0.379077070549906,0.0210481603597939,0.446600308519071,0,0,0,0,1,0,0,0
"28","rodent",0,0.654137975635559,0.0570334928229665,0.154155495978552,0.132517838939857,0.440137521259675,0.447592067988669,-0.90962121546967,0.236453201970443,0.0493112329469967,-0.268340748134992,-9999,0.952512683898126,-0.155898731797709,0.535964096634473,0.150738129150772,0.879392042881346,0.100258383574699,0.0925462002227995,0.0370334928229665,0.213881019830028,0.106802054297524,0.0818427790643551,0.247000721916658,-0.519653537889556,0,0,0,0,1,0,0,0
"29","rodent",0,0.511971568067542,0.0570294345468629,0.156123822341857,0.12846865364851,0.579004052422528,0.454022988505747,0.162961243705131,0.243781094527363,0.0460835839469745,-0.296347095016053,-9999,0.944719662672539,0.0722153731770464,0.493125178385198,0.152357971416528,0.878233105646773,0.098515416702971,0.0916969272414288,0.0365995352439969,0.225574712643678,0.107920229753374,0.230072426048785,0.29943564116718,-0.541394208422957,0,0,0,0,1,0,0,0
"30","rodent",0,0.549010328910446,0.0576164965126857,0.151343705799151,0.134249471458774,0.663646516163248,0.443631039531479,0.331113418691889,0.248041775456919,0.0429670818334578,-0.221197766751902,-9999,0.954491323808032,0.200548498358071,0.141933012644745,0.153887537653526,0.873651492956397,0.0985440681180391,0.0915385656451927,0.0371980188011725,0.228404099560761,0.108118254830929,0.376385278884194,0.153615234524602,0.446600308519071,0,0,0,0,1,0,0,0
"31","carnivore",0,-0.291514976214653,0.0644639046287438,0.101210121012101,0.19534184823441,-1.02771646703507,0.500578034682081,-9999,0.387323943661972,0.0538968730989192,-0.18509006275572,-9999,1.20533753082054,-0.571949626095579,0.105388005893369,0.170838253721803,0.887575520215758,0.164657419650827,0.0791146761085052,0.0305394068732063,0.301734104046243,0.0907346441619419,0.336701946266958,-9999,-0.0811255448123685,0,0,1,0,0,0,0,0
"32","carnivore",0,-0.641330878067589,0.0644403669724771,0.087378640776699,0.190874524714829,0.200717578886525,0.491309385863268,-9999,0.424242424242424,0.0459375106955854,0.0361523603513496,-9999,1.18084344067264,0.0214853410226129,0.61901501790158,0.172204251324093,0.887041685415423,0.169502044812588,0.0781183336962361,0.0303853211009174,0.325608342989571,0.0958055035897235,0.335059195521246,-9999,-1.37200166669514,0,0,1,0,0,0,0,0
"33","carnivore",0,-0.812516868122523,0.062852897473997,0.0958605664488017,0.189825360668185,-0.0575878748729613,0.488940628637951,-9999,0.419902912621359,0.0499227826202291,-0.897827950732924,-9999,1.18844377968436,0.209822040451937,0.113249723739312,0.164523850112972,0.892315716495731,0.169688275901271,0.07918786208726,0.0302377414561664,0.335273573923166,0.095910764639849,0.0529962581419905,-9999,-0.981679012213666,0,0,1,0,0,0,0,0
"34","carnivore",0,-1.15257729198319,0.0650613221657194,0.0903010033444816,0.189628482972136,0.284286483450643,0.49592549476135,-0.0887007704166511,0.414634146341463,0.049375307541826,0.171595990591407,-9999,1.22322962739793,-0.242458678219222,0.635979332115803,0.173182048840733,0.891446239542568,0.173673345433189,0.0763966201269049,0.0310349985043374,0.339930151338766,0.098504966787424,0.348318894749663,-9999,-1.06717612213422,0,0,1,0,0,0,0,0
"35","carnivore",0,-0.684814716008053,0.0641298758539631,0.0978021978021978,0.181054239877769,0.0070600394107251,0.486454652532391,-9999,0.430288461538462,0.0488081621828692,-1.0463658308744,-9999,1.19648850131743,-0.370453947802389,0.413053968260986,0.171568085248874,0.898373999080078,0.168610014813548,0.0761703137096292,0.0302651876882392,0.327444051825677,0.094658253930413,0.452949592385379,-1.34390429811285,-0.0749311422714733,0,0,1,0,0,0,0,0
"36","carnivore",0,-0.65161006111776,0.064437504760454,0.0978384527872582,0.174152876280536,-0.848861438539738,0.471830985915493,-9999,0.407228915662651,0.0498196931482239,-0.0507206441280375,-9999,1.18754822778563,-0.282047090659532,0.758578108255217,0.171207777976384,0.895845167670725,0.164885481891584,0.0778906877647358,0.0306954071140224,0.320422535211268,0.0928113065248638,0.278997822281719,-9999,-0.63923237255522,0,0,1,0,0,0,0,0
"37","carnivore",0,-0.661147935614329,0.0645871559633028,0.0867678958785249,0.19,0.211309093667207,0.493039443155453,-9999,0.425178147268409,0.0436462649357212,0.0702542920135385,-9999,1.18147362429396,0.0634668785853648,0.564742543681768,0.173845292540584,0.887414947157952,0.169160100259349,0.0769357890392373,0.0300917431192661,0.322505800464037,0.0949367909618793,0.374355859065321,-9999,-1.3818482200173,0,0,1,0,0,0,0,0
"38","carnivore",0,-0.84661024106409,0.0631888317413666,0.102762430939227,0.174772036474164,-0.330178949645424,0.490173410404624,-9999,0.443127962085308,0.0522916538802043,0.168150456880184,-9999,1.19418245762332,-0.078693657480625,0.671538791313658,0.170934510089536,0.886977758650366,0.170687851344818,0.0809040682674859,0.0302718589272594,0.322543352601156,0.0947169579716908,0.479917105244574,-9999,0.434748897390634,0,0,1,0,0,0,0,0
"39","carnivore",0,-0.868778563928115,0.0640611225389362,0.108602150537634,0.190332326283988,-0.305279248240356,0.485057471264368,-9999,0.401891252955083,0.0445776651992618,-0.23110755365426,-9999,1.1777405227706,0.416134987022817,0.360452427976339,0.175108950036879,0.876536926814939,0.168212957630364,0.0829981943212775,0.0304143402879812,0.32183908045977,0.100730746223746,0.365220817485974,-9999,-0.140577411715523,0,0,1,0,0,0,0,0
"40","rodent",0,0.614856520233375,0.0571524966261808,0.140726933830382,0.129096989966555,0.661340773845891,0.466995073891626,-0.536395263970783,0.247689463955638,0.0426353728261333,0.213381560158194,-9999,0.952708847027801,-0.724226578881382,0.0665052760940276,0.1530679778512,0.87265891923546,0.0971527348005333,0.0901633294192,0.0376518218623482,0.232512315270936,0.108102803231289,0.299994892206145,0.0558668692223087,-0.344337396288167,0,0,0,0,1,0,0,0
"41","carnivore",0,-0.420738733119578,0.0626070205479452,0.0938967136150235,0.177829099307159,-0.0790992478016806,0.482935153583618,-9999,0.423841059602649,0.0396653482841037,0.155005746146992,-9999,1.18654406146172,0.0314115998968942,0.479377587846611,0.174279624023281,0.882436134326659,0.178246158851691,0.0798265134217588,0.0316780821917808,0.324232081911263,0.0909823926266629,0.287454160895384,-0.877999954335829,-0.345576050870684,0,0,1,0,0,0,0,0
"42","bird",0,-0.033496785169098,0.0639322613221471,0.0676779463243874,0.2152,-9999,0.43658810325477,-9999,0.320665083135392,0.0403229130685279,0.582420658000333,-9999,1.13356200982497,-0.161000214915358,-0.485563985176786,0.147936292531669,0.895336077786082,0.137662938883637,0.0906623459438877,0.0332478831663171,0.389450056116723,0.106842877939539,0.156822985566107,-0.247067176483927,0.646315947633301,1,0,0,0,0,0,0,0
"43","bird",0,0.209962887926762,0.0628008073280547,0.0633213859020311,0.223916532905297,-9999,0.44206974128234,0.19301417170319,0.334090909090909,0.0389341406735364,0.330988418886479,-9999,1.1203261856625,-0.136316873488894,-0.0735559921876189,0.146969934992819,0.911696368184438,0.135367045388123,0.085087857101106,0.0333799099518708,0.371203599550056,0.103910322459836,0.194393624834922,-0.268625820665304,-0.0132291623242587,1,0,0,0,0,0,0,0
"44","bird",0,0.160801781811499,0.0641731977962288,0.0722748815165877,0.228198859005705,-9999,0.447309417040359,-9999,0.346987951807229,0.0378711174741829,0.17208034946977,-9999,1.09987175198104,-0.0582351435764405,-0.40123532166194,0.149938709999826,0.905554880633023,0.13679975087613,0.087850687474125,0.0335221541087918,0.36322869955157,0.102277779845242,0.200597705540271,-0.123482055947201,0.218867109568797,1,0,0,0,0,0,0,0
"45","bird",0,0.359030458966098,0.0639801226803323,0.0674556213017752,0.233387358184765,-0.148470639311555,0.447694038245219,-9999,0.335714285714286,0.0426233667051471,0.0491113785662321,-9999,1.14167596544841,-0.0878917658635673,0.404010466928937,0.143532903543236,0.917316619775448,0.142249067196696,0.0875576388340673,0.0330771022594922,0.371203599550056,0.106815184032176,0.148768982322075,-0.314739565706507,0.299753385333786,1,0,0,0,0,0,0,0
"46","carnivore",0,-0.471061722292377,0.0654906284454245,0.10571736785329,0.190821256038647,-0.326380976338223,0.555555555555556,0.467957920273988,0.492682926829268,0.0370297382038242,0.449224717650059,-9999,1.17186749530419,0.552407759172574,-0.313247976736068,0.179098080201502,0.872050667605135,0.176677835874455,0.0818042582541998,0.030356486585814,0.308132875143184,0.0910011866969796,0.298564214932296,-1.22109446486886,-0.234583085718846,0,0,0,0,0,1,0,0
"47","yinpterochiroptera",0,0.123770582383216,0.054699779943414,0.0805471124620061,0.165195460277427,-0.0158314652166806,0.515105740181269,1.52817724455868,0.350828729281768,0.0505836459883077,-0.208488543697887,-9999,1.22331700000629,-0.831747692889768,0.386057420930715,0.154004664766382,0.913618087317443,0.1825518709182,0.0808837507634821,0.0304935554856963,0.25226586102719,0.117694621853983,0.353970016525886,-0.468431292820932,0.19841436835858,0,0,0,0,0,0,0,1
"48","carnivore",0,-1.10955423774915,0.0644379132990448,0.0918918918918919,0.162861491628615,-0.200957253047859,0.497727272727273,-9999,0.40855106888361,0.0464957747844774,-0.44873788698266,-9999,1.17893152527466,0.112963405716768,0.537474271622522,0.173190610837419,0.883864549699917,0.164826291564021,0.0831511739531925,0.030051432770022,0.323863636363636,0.0944676059113192,0.399014143209662,-9999,0.191409066978446,0,0,1,0,0,0,0,0
"49","carnivore",0,-1.10771091925486,0.0644379132990448,0.0916936353829558,0.161216730038023,-0.21067678254908,0.497162315550511,-9999,0.410926365795725,0.046995809248187,-0.295768915074652,-9999,1.18104356402521,0.123950967000614,0.5277547421213,0.172728052838886,0.884046557239066,0.165592563476596,0.0831653587742786,0.030051432770022,0.323496027241771,0.0942376698536944,0.382741745645302,-9999,0.187247272634851,0,0,1,0,0,0,0,0
"50","carnivore",0,-0.314741936896061,0.0594250148192057,0.0692549842602309,0.150705270972532,-1.05504597164489,0.472941176470588,0.517776309715861,0.27212389380531,0.0475487019078387,0.436056113233984,-9999,1.30856225279823,-1.32248063277122,0.764186363851931,0.153212483925258,0.873457324087167,0.168821906268741,0.0682011683930616,0.0351956135151156,0.325882352941177,0.088133200000893,0.43041689827718,-9999,-0.347307870765306,0,0,1,0,0,0,0,0
"51","carnivore",0,-0.818158742195698,0.0604615966704502,0.0632368703108253,0.153201219512195,-1.25765295378956,0.487272727272727,-0.0944773788432895,0.265734265734266,0.0520221545928478,-0.124383467305277,-9999,1.28344139774722,-0.0220152040771095,1.19707252171339,0.152437011132531,0.890131363613654,0.16864856628472,0.0696854908034426,0.0358683314415437,0.301818181818182,0.0871068635043032,0.371045543728286,-1.4685844654936,-9999,0,0,1,0,0,0,0,0
"52","carnivore",0,-0.60847487805765,0.0649116209101166,0.0939890710382514,0.165109034267913,-0.0948341026708388,0.467136150234742,-9999,0.424242424242424,0.0473407414944815,-0.416094234841606,-9999,1.17513607749492,-0.0684496656636037,0.674602270606028,0.174075851537,0.886676352031386,0.163966630697032,0.0803806339958384,0.0306130124106807,0.31924882629108,0.0939417839031117,0.379306949296172,-9999,0.0191651321855258,0,0,1,0,0,0,0,0
"53","carnivore",0,-0.650215896084481,0.0646678424456202,0.0978494623655914,0.17687074829932,0.00783921071033017,0.484633569739953,-9999,0.430288461538462,0.0479816240015922,-1.40654433856441,-9999,1.20193332636286,-0.589802078248798,0.378092437189006,0.172241727185203,0.877495776371152,0.169042952251763,0.078739075284664,0.0304232804232804,0.340425531914894,0.096701426833978,0.405312150866037,-1.34460804190467,0.389536289017734,0,0,1,0,0,0,0,0
"54","carnivore",0.149842874408068,-1.13855262268429,0.0659240042728521,0.0926339285714286,0.159650516282764,-0.189379371711002,0.493506493506494,-9999,0.409429280397022,0.0457814937201058,-0.45423490695062,-9999,1.17636723565508,-0.00527781535879048,0.541920309675435,0.173767326992888,0.88409974413675,0.164661615534745,0.0837219581290333,0.0307492751411567,0.32939787485242,0.0951040974517116,0.425403278013859,-9999,0.276137391855172,0,0,1,0,0,0,0,0
"55","carnivore",0,-0.763715390722073,0.0652255217293739,0.0821309655937847,0.200462606013878,-0.147936073827071,0.491666666666667,-9999,0.394673123486683,0.0469001962988741,-0.670981909430925,2.6174147917974,1.2117156216851,0.0895396689310574,0.687444883430159,0.172867739237735,0.889921614605056,0.170657782344071,0.075629635916509,0.0308923629291645,0.322619047619048,0.0945370448956363,0.312854375188062,-9999,-0.126448779360316,0,0,1,0,0,0,0,0
"56","carnivore",0,-0.589725954524939,0.0650848453683979,0.0962389380530973,0.19517709118312,-0.352142072918745,0.48943661971831,-9999,0.410194174757282,0.0481463629831965,-0.621224921167875,-9999,1.19085389844852,-0.0517766817154573,0.408467387134814,0.170723072823069,0.890112446073893,0.170231783404873,0.0805714645841248,0.0298244325277309,0.325117370892019,0.0911341870753363,0.254295968768377,-9999,0.0848497533858265,0,0,1,0,0,0,0,0
"57","carnivore",0,-0.926708609525926,0.0642862390713394,0.0906148867313916,0.161977186311787,-0.346092834608195,0.497706422018349,-9999,0.407142857142857,0.0465472118445376,-0.244433667188684,-9999,1.18624431654621,0.00285979602666884,0.484741299748343,0.174121051714752,0.883855931598298,0.167471450022675,0.0817654726581296,0.0301226948791419,0.322247706422018,0.0918630159683202,0.400964443480841,-9999,0.354682496044689,0,0,1,0,0,0,0,0
"58","carnivore",0,-1.03504317885029,0.064364437913299,0.102990033222591,0.195230998509687,-0.278610632827082,0.493039443155453,-9999,0.408450704225352,0.0503726299355589,-0.601262370885335,-9999,1.20272180353946,0.159751130392475,0.599601590472569,0.168809740320629,0.887180091756899,0.167335419444466,0.0793676071667586,0.0301249081557678,0.319025522041763,0.0906707338840059,0.240720856352365,-9999,0.171465207828142,0,0,1,0,0,0,0,0
"59","carnivore",0,-0.541409047138071,0.0643549808992066,0.093048128342246,0.164110429447853,-0.102278849120418,0.472190692395006,-9999,0.424096385542169,0.0467650546204808,-0.761542772344849,-9999,1.1698709977685,-0.10207061658517,0.735483384600788,0.17450749329432,0.876460678280625,0.165400614236648,0.0817157796526296,0.0301939465177784,0.318955732122588,0.0945146367066559,0.386391041498317,-9999,0.0225296885649836,0,0,1,0,0,0,0,0
"60","carnivore",0,-1.00100196693661,0.0639611821790913,0.103559870550162,0.178843226788432,-0.370779550120274,0.49290780141844,-9999,0.414519906323185,0.0446453265045199,-0.461869928655689,-9999,1.1819122777278,-0.4566640783564,0.325618344395282,0.173648120768961,0.892098723168918,0.169208254044755,0.0811508973479947,0.0302896632848111,0.322695035460993,0.0922505641585107,0.347078986441507,-9999,0.465341083610368,0,0,1,0,0,0,0,0
